elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,point_vector
8574,4,13,224,1,2,6,6,2,1,1,2,113,111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.157,7.144,3,93,3,2,2,1
8607,4,13,225,1,2,6,6,3,1,1,2,113,112,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28.334,30.615,8,99,2,2,1,2
8536,4,13,226,1,2,6,6,3,2,2,1,113,113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,38.807,30.437,7,122,4,2,2,2
8598,4,13,227,1,2,6,6,3,3,2,2,114,113,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.519,14.889,4,107,1,2,1,1
8638,4,13,228,1,2,6,6,4,3,1,2,115,113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31.958,43.174,9,91,1,2,2,1
8800,4,13,229,1,2,6,6,5,3,1,1,116,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,4.06,1,115,3,2,1,1
8830,4,13,230,1,2,6,6,6,3,2,1,116,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.807,3.239,1,126,5,1,2,2
8853,4,13,231,1,2,6,6,6,4,2,1,117,114,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.72,12.109,2,119,5,2,0,1
8994,5,1,232,2,2,0,0,0,0,2,1,118,114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.344,13.943,4,125,4,1,2,1
9023,5,1,233,2,2,0,0,15,0,2,1,119,114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.497,9.733,2,122,4,2,2,1
9053,5,1,234,2,2,0,0,30,0,2,2,120,114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140.812,156.856,6,109,4,2,2,1
9101,5,1,235,2,2,0,0,40,0,2,2,121,114,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
9158,5,2,236,2,2,1,0,0,0,1,2,122,114,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,94,0,0,0,1
9198,5,2,237,2,2,1,0,15,0,1,2,122,115,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9230,5,2,238,2,2,1,0,15,15,1,1,123,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.812,37.429,7,125,4,1,2,1
9260,5,2,239,2,2,1,0,30,15,1,2,123,116,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,14.256,4,95,5,2,1,2
9290,5,2,240,2,2,1,0,30,30,1,2,124,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.859,5.127,1,100,1,2,2,1
9317,5,2,241,2,2,1,0,40,30,1,1,125,116,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.848,4.924,1,125,5,1,0,1
9344,5,3,242,2,2,2,0,0,0,2,1,125,117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.406,14.754,3,117,3,2,0,2
9367,5,3,243,2,2,2,0,0,15,2,1,125,118,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.669,7.819,3,118,5,2,2,2
9397,5,3,244,2,2,2,0,0,30,2,1,126,118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.068,17.041,4,125,4,2,2,1
9429,5,3,245,2,2,2,0,15,30,2,1,127,118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.907,7.13,2,123,5,2,2,1
9461,5,3,246,2,2,2,0,30,30,2,1,128,118,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.141,5.562,2,113,5,1,2,1
9487,5,3,247,2,2,2,0,40,30,2,2,129,118,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,21.656,21.064,6,95,5,2,2,1
9630,5,4,248,2,2,3,0,0,0,1,2,129,119,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.905,4.547,0,0,5,1,2,2
9654,5,4,249,2,2,3,0,0,15,1,1,129,120,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.222,15.217,4,122,5,2,1,2
9676,5,4,250,2,2,3,0,0,30,1,2,130,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.252,10.478,3,106,3,2,2,1
9713,5,4,251,2,2,3,0,15,30,1,1,131,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,5.781,1,124,3,2,1,1
9732,5,4,252,2,2,3,0,30,30,1,1,132,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,5.922,1,127,4,1,2,1
9752,5,4,253,2,2,3,0,40,30,1,1,132,121,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.032,10.288,2,122,3,2,2,2
9770,5,4,254,2,2,3,0,40,40,1,2,132,122,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.002,6.017,0,0,5,1,1,2
9795,5,4,255,2,2,3,0,40,41,1,1,133,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.275,6.342,1,127,4,2,2,1
9819,5,4,256,2,2,3,0,40,40,1,2,134,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,3.578,1,100,1,2,2,1
9843,5,4,257,2,2,3,0,41,40,1,1,134,123,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.881,8.561,2,121,3,2,2,2
9862,5,4,258,2,2,3,0,40,40,1,2,134,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.152,18.363,4,95,1,2,2,2
9892,5,4,259,2,2,3,0,40,41,1,1,135,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.427,6.59,1,124,5,1,1,1
9908,5,4,260,2,2,3,0,40,40,1,2,136,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.243,5.052,1,109,3,2,2,1
9944,5,4,261,2,2,3,0,41,40,1,1,137,124,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.776,1.203,1,118,4,2,0,1
9976,5,5,262,2,2,4,0,0,0,2,2,138,124,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.362,4.743,2,109,3,2,2,1
10010,5,5,263,2,2,4,0,15,0,2,1,138,125,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.098,12.554,3,122,4,1,0,2
10056,5,5,264,2,2,4,0,15,15,2,2,139,125,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.646,23.18,6,94,4,2,2,1
10101,5,5,265,2,2,4,0,30,15,2,1,139,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.068,5.664,1,122,4,2,1,2
10125,5,5,266,2,2,4,0,30,30,2,1,139,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.365,5.977,1,127,4,1,1,2
10146,5,5,267,2,2,4,0,30,40,2,1,140,127,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.186,3.6,2,119,5,1,1,1
10173,5,5,268,2,2,4,0,40,40,2,1,140,128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.148,6.533,1,116,5,1,1,2
10202,5,5,269,2,2,4,0,40,41,2,1,140,129,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17.921,18.442,5,123,4,2,1,2
10310,5,6,270,2,2,4,1,0,0,1,1,141,129,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841,1.183,1,122,4,2,0,1
10326,5,6,271,2,2,4,1,15,0,1,1,142,129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.778,17.865,5,119,4,2,1,1
10347,5,6,272,2,2,4,1,30,0,1,1,143,129,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809,0.924,1,123,4,1,0,1
10362,5,6,273,2,2,4,1,40,0,1,1,144,129,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,27.666,32.908,5,113,4,1,2,1
10408,5,7,274,2,2,5,1,0,0,2,1,144,130,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637,0.815,1,126,4,2,0,2
10426,5,7,275,2,2,5,1,0,15,2,1,144,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.454,4.78,1,126,5,2,1,2
10445,5,7,276,2,2,5,1,0,30,2,2,145,131,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.396,2.426,0,0,1,1,0,1
10482,5,7,277,2,2,5,1,15,30,2,1,145,132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12.597,14.206,3,126,4,2,1,2
10509,5,7,278,2,2,5,1,15,40,2,2,146,132,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.922,4.319,0,0,4,1,0,1
10539,5,7,279,2,2,5,1,30,40,2,2,147,132,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.84,3.932,0,0,3,1,0,1
10576,5,7,280,2,2,5,1,40,40,2,2,147,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.195,5.915,1,102,2,2,1,2
10612,5,7,281,2,2,5,1,40,41,2,1,148,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.765,9.365,2,122,4,2,1,1
10639,5,7,282,2,2,5,1,40,40,2,2,149,133,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18.309,13.949,4,109,1,2,2,1
10682,5,7,283,2,2,5,1,41,40,2,2,150,133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,15.642,21.179,4,94,3,2,2,1
0,1,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.483,8.977,3,119,3,2,1,2
19,1,1,2,0,0,0,0,0,15,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.511,6.867,1,101,3,1,1,2
44,1,1,3,0,0,0,0,0,30,2,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.996,2.791,1,104,1,2,2,2
74,1,1,4,0,0,0,0,0,40,2,1,0,4,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31.42,26.392,7,128,5,1,2,2
155,1,2,5,0,0,0,1,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.901,37.772,11,120,1,2,1,1
196,1,2,6,0,0,0,1,15,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.293,10.621,3,124,2,2,1,1
221,1,2,7,0,0,0,1,30,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.722,9.134,2,120,5,1,1,2
251,1,2,8,0,0,0,1,30,15,1,2,2,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.905,30.686,6,103,1,2,2,2
297,1,2,9,0,0,0,1,30,30,1,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.695,15.593,1,129,4,2,1,1
324,1,2,10,0,0,0,1,40,30,1,1,4,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0.646,1,129,5,1,0,1
357,1,3,11,0,0,1,1,0,0,2,1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.041,11.013,3,116,5,1,1,2
386,1,3,12,0,0,1,1,0,15,2,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.969,4.027,1,124,2,2,2,2
408,1,3,13,0,0,1,1,0,30,2,1,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.289,13.593,3,128,4,2,2,2
433,1,3,14,0,0,1,1,0,40,2,2,4,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.108,7.024,3,108,1,1,1,2
547,1,4,15,0,0,1,2,0,0,1,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.538,5.736,1,131,4,2,2,1
574,1,4,16,0,0,1,2,15,0,1,1,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.525,17.017,5,121,3,1,2,1
604,1,4,17,0,0,1,2,30,0,1,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.767,15.156,3,117,5,1,2,1
630,1,4,18,0,0,1,2,40,0,1,2,7,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.153,0.931,0,0,1,1,0,2
664,1,4,19,0,0,1,2,40,15,1,1,8,11,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623,0.565,1,117,5,1,0,1
700,1,5,20,0,0,2,2,0,0,2,1,9,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.056,4.159,2,123,4,2,2,1
716,1,5,21,0,0,2,2,15,0,2,1,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.576,32.512,9,124,3,1,2,2
753,1,5,22,0,0,2,2,15,15,2,2,9,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.904,8.856,3,108,1,2,2,2
843,1,5,23,0,0,2,2,15,30,2,1,10,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.391,4.392,2,120,4,2,1,1
872,1,5,24,0,0,2,2,30,30,2,1,11,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.804,6.887,4,114,1,2,2,1
902,1,5,25,0,0,2,2,40,30,2,1,11,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23.793,15.383,5,120,2,2,2,2
934,1,5,26,0,0,2,2,40,40,2,1,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.623,20.223,6,123,1,2,2,1
972,1,5,27,0,0,2,2,41,40,2,1,12,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,16.444,16.466,5,127,1,2,2,2
1008,1,5,28,0,0,2,2,40,40,2,1,12,16,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,44.356,36.801,11,114,3,2,2,2
1055,1,5,29,0,0,2,2,40,41,2,1,12,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.341,8.632,3,126,2,2,2,2
1172,1,6,30,0,0,2,3,0,0,1,2,13,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.34,14.016,3,95,2,2,2,1
1212,1,6,31,0,0,2,3,15,0,1,2,14,17,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,37.811,39.936,11,103,1,2,1,1
1269,1,6,32,0,0,2,3,30,0,1,2,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.983,11.967,4,102,3,2,2,2
1314,1,6,33,0,0,2,3,30,15,1,2,15,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13.098,14.916,5,97,1,2,2,1
1353,1,6,34,0,0,2,3,40,15,1,1,16,18,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.335,9.97,3,121,1,2,2,1
1392,1,7,35,0,0,3,3,0,0,2,1,17,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.399,15.749,4,111,3,2,0,1
1422,1,7,36,0,0,3,3,15,0,2,1,17,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651,0.743,1,125,4,1,0,2
1320,1,7,37,0,0,3,3,15,15,2,2,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.935,9.344,3,110,2,2,2,2
1364,1,7,38,0,0,3,3,15,30,2,1,17,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.791,5.59,3,121,5,1,2,2
1386,1,7,39,0,0,3,3,15,40,2,2,17,22,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22.041,18.566,7,114,3,2,2,2
1624,1,8,40,0,0,3,4,0,0,1,1,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.714,5.564,1,128,4,1,1,1
1646,1,8,41,0,0,3,4,15,0,1,2,19,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.512,11.209,3,98,1,2,2,1
1682,1,8,42,0,0,3,4,30,0,1,2,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.504,36.548,3,101,4,2,2,1
1722,1,8,43,0,0,3,4,40,0,1,1,21,22,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.758,8.236,3,125,4,2,2,1
1757,1,9,44,0,0,4,4,0,0,2,1,22,22,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.412,15.529,4,131,4,2,2,1
1786,1,9,45,0,0,4,4,15,0,2,2,23,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.771,19.322,6,113,3,1,2,1
1841,1,9,46,0,0,4,4,30,0,2,1,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.169,3.625,2,119,3,2,1,1
1863,1,9,47,0,0,4,4,40,0,2,1,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17.464,13.005,5,123,2,2,2,2
1891,1,9,48,0,0,4,4,40,15,2,1,25,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,38.909,39.177,12,111,3,2,2,1
2005,1,10,49,0,0,5,4,0,0,1,1,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.002,4.685,1,131,4,2,2,1
2043,1,10,50,0,0,5,4,15,0,1,1,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.286,4.268,1,132,3,1,2,1
2065,1,10,51,0,0,5,4,30,0,1,1,28,23,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384,0.4,1,132,4,1,0,1
2087,1,10,52,0,0,5,4,40,0,1,2,29,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.481,4.97,1,101,1,2,2,1
2219,2,1,53,1,0,0,0,0,0,2,1,29,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.536,1.047,1,119,5,1,0,2
2235,2,1,54,1,0,0,0,0,15,2,1,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.129,12.674,4,127,5,1,1,1
2261,2,1,55,1,0,0,0,15,15,2,2,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.152,22.481,5,104,2,2,1,2
2332,2,1,56,1,0,0,0,15,30,2,1,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.198,6.629,1,119,5,1,1,2
2352,2,1,57,1,0,0,0,15,40,2,1,31,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,23.265,26.657,8,128,2,1,2,1
2393,2,1,58,1,0,0,0,30,40,2,1,31,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.424,3.758,1,122,4,2,1,2
2447,2,2,59,1,0,0,1,0,0,1,2,31,28,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.219,8.847,4,105,2,2,1,2
2482,2,2,60,1,0,0,1,0,15,1,2,31,29,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.377,14.355,4,111,2,2,2,2
2531,2,2,61,1,0,0,1,0,30,1,1,32,29,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489,0.478,1,132,4,2,0,1
2555,2,2,62,1,0,0,1,15,30,1,1,33,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,2.969,1,130,1,2,2,1
2581,2,2,63,1,0,0,1,30,30,1,2,34,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.145,38.054,11,104,2,2,1,1
2628,2,2,64,1,0,0,1,40,30,1,2,35,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.987,35.473,5,101,1,2,1,1
2687,2,3,65,1,0,1,1,0,0,2,1,36,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.596,7.37,2,119,5,2,2,1
2710,2,3,66,1,0,1,1,15,0,2,2,37,29,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24.377,26.249,6,104,1,2,1,1
2759,2,3,67,1,0,1,1,30,0,2,2,38,29,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21.769,25.154,6,104,2,2,1,1
2805,2,3,68,1,0,1,1,40,0,2,2,39,29,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1.243,1.101,0,0,1,1,0,1
2911,2,4,69,1,0,2,1,0,0,1,1,40,29,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654,0.433,1,127,4,2,0,1
2932,2,4,70,1,0,2,1,15,0,1,1,41,29,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0.397,1,128,5,1,0,1
2954,2,4,71,1,0,2,1,30,0,1,1,42,29,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,1.167,1,119,2,1,0,1
2974,2,4,72,1,0,2,1,40,0,1,2,43,29,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84,6.974,3,101,1,2,2,1
3015,2,5,73,1,0,3,1,0,0,2,1,43,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5.586,5.599,1,114,5,1,1,2
3032,2,5,74,1,0,3,1,0,15,2,1,44,30,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.647,15.603,6,121,1,2,2,1
3059,2,5,75,1,0,3,1,15,15,2,2,44,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.084,0.824,1,113,5,2,0,2
3086,2,5,76,1,0,3,1,15,30,2,1,44,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.901,2.064,1,126,3,2,2,2
3102,2,5,77,1,0,3,1,15,40,2,2,44,33,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.242,6.313,3,110,5,1,2,2
3206,2,6,78,1,0,3,2,0,0,1,2,44,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.513,10.003,2,110,3,2,1,2
3238,2,6,79,1,0,3,2,0,15,1,2,44,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.747,30.853,10,106,1,2,2,2
3289,2,6,80,1,0,3,2,0,30,1,2,44,36,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.528,26.761,6,112,5,1,2,2
3340,2,6,81,1,0,3,2,0,40,1,1,45,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.147,5.982,1,124,4,1,1,1
3368,2,6,82,1,0,3,2,15,40,1,1,46,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.653,0.762,1,132,4,2,0,1
3398,2,6,83,1,0,3,2,30,40,1,2,46,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.707,4.24,2,108,1,2,1,2
3461,2,7,84,1,0,3,3,0,0,2,1,46,38,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.609,1.327,1,120,5,1,0,2
3474,2,7,85,1,0,3,3,0,15,2,2,47,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.432,5.754,2,92,3,2,2,1
3505,2,7,86,1,0,3,3,15,15,2,2,47,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.823,3.129,1,111,5,1,1,2
3532,2,7,87,1,0,3,3,15,30,2,2,47,40,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,15.26,17.507,3,109,2,2,2,2
3569,2,7,88,1,0,3,3,15,40,2,2,47,41,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.146,14.461,3,118,4,2,2,2
3678,2,8,89,1,0,3,4,0,0,1,2,47,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.567,26.84,8,101,2,2,1,2
3718,2,8,90,1,0,3,4,0,15,1,1,48,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.289,27.912,7,122,4,2,2,1
3752,2,8,91,1,0,3,4,15,15,1,1,48,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.285,24.882,6,128,4,2,1,2
